"acc_rep_num ","company_code","DIST_CODE","report_date","ip_number","accident_dt_time","shift_code","plce_of_acc","road_name1","acc_type","nature_of_acc","wthr_code","road_sur_code","op_hrs_code","type_loc_code","traf_vol_code","traf_flow_code","traf_cntrl_code","col_with_code","type_of_col_code","srs_inj","minor_inj","fatal","bus_towed","sketch","photo_taken","mech_fault","pol_report","pol_rep_num","dutyio_code","release_status","damage_to_bus","Facts_txt","brief_part","rsn_for_late_rep","create_by","create_dt","modify_by","modify_dt","mig_flag","off_on_svc"
"E02962015","02","SE","15/01/2015","201500286","15/01/2015 07:00","1","BEDOK RESERVOIR ROAD BUS STOP","BEDOK RESERVOIR ROAD","2","1","1","1","5","42","4","1","5","86","81","0","0","0","N","Y","N","N","Y","G/2015","14","R","NO DMG","I stopped at the  Bedok Reservoir road  bus stop 84501 when I noticed an old chinese man 80 yrs running towards my bus. I waited for him to board the bus. After he boarded I told him to take a seat at the elderly seat. While I moved there was apassenger knocked my window. I stopped the bus and heard a loud bang. I turned my head and saw the old chinese man fell down. He was conscious and not bleeding but unable to stand up. Ambulance was activated to convey him to CGH. That s all.","","","edsfof02","15/01/2015 13:44","","15/01/2015 13:44","","N"
"W02862015","02","SW","15/01/2015","201500293","09/01/2015 19:30","3","bstop 21km, river valley road","river valley road","2","1","1","1","9","42","2","3","5","86","82","0","0","0","N","Y","Y","N","Y","J/2015","21","R","sbs9610G - BMRG, cctv","I was attending at said bstop for pax act. When I opened the door the exit door hit onto a F/Caucasian pax right foot who was standing too close the exit door. Aft noticing the incident I alighted and attended to her. I noticed slight bleeding onthe outside of her right foot. I did first aid on her. I asked if she needs AMB but she refused. I informed OCC. Once done she alighted w/ her husband. I cont svc and drove off.","","OCC only told BC to report to RG. BC was informed to report incident at District by RG on 13/01.","wdssof01","15/01/2015 10:32","","15/01/2015 10:32","","N"
"W02822015","02","SW","14/01/2015","201500295","13/01/2015 10:00","1","bendemeer rd, aft BS8.7km","bendemeer rd","1","1","1","1","9","33","2","3","5","70","54","0","0","0","N","Y","Y","N","N","","21","R","sbs9550X - rear OS bumper bend, scratched, HCRG","I was driving alg Bendemeer Rd twds Sgoon Rd. Aft pax act at said bstop I checked clear and signalled to filter to the next lane as I need to turn right ahead into Whampoa East. At that time there were many vehicles plying on the extreme 2 rightlanes. When my bus was travelling straight suddenly I heard sound from the rear. I checked and discovered that a car SBA2323B had came from the rear and had its front NS hit onto my rear OS. I did not call OCC as minor damage. I cont svc. No injury","","","wdssof01","14/01/2015 15:55","","14/01/2015 15:55","","N"
"E02432015","02","SE","13/01/2015","201500306","11/01/2015 20:30","2","NEW BRIDGE TERMINAL","NEW BRIDGE TERMINAL","3","1","3","2","11","38","1","2","5","91","67","0","0","0","N","Y","Y","N","N","","23","R","REAR RIGHT SIDE LIGHTS DMG","I was reversing from a parking lot when my bus touched the wall behind. I was the mentor doing training BC for svc 120. No injury. That s all.","","","edsfof02","13/01/2015 14:26","","13/01/2015 14:26","","N"
"E02982015","02","SE","15/01/2015","201500309","15/01/2015 11:15","3","ORCHARD RD & GRANGE RD JUNCTION","ORCHARD RD","1","1","1","1","9","27","1","1","1","70","54","0","0","0","N","Y","Y","N","N","","23","R","RIGHT BODY SCRATCHES","There was a traffic police directing traffic flow. At that time my bus and another taxi (SHC1241D) was turning together from Orchard Road into Grange Road. Duringturning our vehicles side swipe. Both of us do not know who was at fault. The taxi driver told me the traffic junction had CCTV. No injury. That s all","","","edsfof02","15/01/2015 14:23","edsfof02","15/01/2015 14:24","","N"
"W03272015","02","SW","19/01/2015","201500311","16/01/2015 07:30","1","TPE, pnuggol bridge","TPE","1","1","1","1","3","33","2","3","5","90","72","0","0","0","N","Y","Y","N","N","","23","R","sbs3716A - front center w/screen cracked, HCRG, cctv","I was on the extreme left lane on TPE twds Wdlands Int when suddenly I heard a crack sound. I discovered that my front center w/screen had a hole. I called OCC but no reply so I cont svc. That is all. no inj.","","","wdssof01","19/01/2015 08:31","","19/01/2015 08:31","","N"
"W03462015","02","SW","19/01/2015","201500317","10/01/2015 19:40","2","Tanah Merah MRT","upp changi road","2","1","1","1","7","42","3","1","5","86","82","0","0","0","N","Y","Y","N","Y","d/2015","14","R","sbs7714D - CLRG","I was informed of CFMS on 18/01 by RM Francis.  Complainant claimed that when she stepped on the first step I had closed the door on her. She also claimed scratches on her back. She also mentioned that she shouted and I had stopped but did notapologised to her. I wish to state that I was unaware of such incident. There were isntances where the bus was full at said bstop but I could not recall any pax shouting or getting my attn.","","BC was told of CFMS on 18/01.","wdssof01","19/01/2015 14:18","","19/01/2015 14:18","","N"
"W03622015","02","SW","19/01/2015","201500319","14/01/2015 10:15","1","jurong west st 64, opp blk 670","jurong west st 64","2","1","1","1","11","42","3","3","5","86","82","0","0","0","N","Y","Y","N","N","","14","R","sbs3844M - BLRG, cctv","I was attending to pax act at said bstop. A F/chinese pax carryng a hand bag boarded. I closed door. Upon closing I notice she turned back. She then mumbled somthing and went to her seat. I cont svc as normal. On 14/01 RM informed me of complaintthat the F/pax had claimed that the door had hit her R/arm. I was told to report. that is all","","BC was informed to report to SL on 19/01.","wdssof01","19/01/2015 16:35","","19/01/2015 16:35","","N"
"E02772015","02","SE","14/01/2015","201500321","14/01/2015 12:50","1","BUONA VISTA TERMINAL","BUONA VISTA TERMINAL","3","1","1","1","14","38","4","1","5","70","67","0","0","0","N","Y","Y","N","N","","14","R","LEFT SIDE MIRROR DROPPED","My bus was parked in Buona Vista Terminal while I went for break. After break discovered that my bus left mirror was hit by another reversing bus (SBS8036 Svc 48).  The other driver admitted fault. No injury. That s all.","","","edsfof02","14/01/2015 14:56","","14/01/2015 14:56","","N"
"W03142015","02","SW","16/01/2015","201500321","14/01/2015 12:50","9","Bouna Vista Terminal","Terminal Driveway","1","1","1","1","1","38","3","1","5","70","67","0","0","0","N","Y","N","N","N","","14","R","SBS8063S - Rear w/screen damaged ( CLRG )","Bus was off-scv from AYBP twds NVT. At NVT I was reversing my bus to park in-bet 2 parked unattended SBS buses. When reversing due to my careless the rear portion of my bus collided into the left front v/m of parked bus SBS5027S svc 145. I alightedto check WOCC had informed . CRS informed me to RTD to BBBP.","","","jradaa01","16/01/2015 13:45","","16/01/2015 13:45","","N"
"W03222015","02","SW","16/01/2015","201500323","15/01/2015 05:45","1","JB2","JB2","1","1","1","1","1","33","1","1","5","70","52","0","0","0","N","Y","Y","N","Y","trafik","14","R","sbs8072R - front w/screen crack, JERG","I was OS on my way to CIQ. Traffic was heavy and moving slowly. I was behind bus PFX8686. I was having flu. I was going to throw my tissue out the window. while doing that my bus moved forward and hit the rear of said bus. I stopped and alighted.OCC informed. Particulars exchanged. TI attended scene.","","","wdssof01","16/01/2015 16:43","","16/01/2015 16:43","","N"
"W03642015","02","SW","19/01/2015","201500324","18/01/2015 09:00","1","Jln Besar x Ophir Rd & Sungei Rd","Jln Besar","1","1","1","1","8","27","2","1","1","70","52","0","0","0","N","Y","N","N","N","","14","R","SBS3248J - Front left bumper no damaged ( CLRG )","Aft Sim Lim Twr I was driving my bus at the 2nd left lane Jln Besar dir to Bencoolen St. And I was driving at the 2nd left  lane following behind few m/vehs heading to infront t/light junct of Ophir Rd & said junct still showed green lightinfront of me a m/car SGV2212T when reaching said junct saw red light said car make a stopped with the front portion at stopped line I brake to stop my bus it was too late as a result my bus front portion hit onto the rear portion of said car.Aft collision said car didn’t stopped & stopped aft the next t/light junct. & alighted to check. I told said car to stop infront along Bencoolen St at b/stop exchange particular & cont my svc.","","","jradaa01","19/01/2015 16:54","","19/01/2015 16:54","","N"
"W03542015","02","SW","19/01/2015","201500325","18/01/2015 09:24","1","Changi Rd - infront of shops houses","Changi Rd ( 3.8 KM )","1","1","1","1","9","33","2","1","5","70","54","0","0","0","N","N","N","N","N","","14","R","SBS7583P - Rear right portion no damaged ( CLRG )","I was driving my bus at the bus lane Changi Rd & I saw there were m/cars stopping at the roadside infront of shops hses. On seeing I then filtered to the right & I was travelling in-bet 2 lanes heading twds infront b/stop 3.8 KM. Aft I had overtookthe stopping cars I kept back to my lane at this moment from my right front v/m & I noticed a black m/car was behind closed to the rear right of my bus I did not see any contact so I cont moving twds said b/stop. At said b/stop I someoneknocking at my side window & I saw it was a m/chinese I opened my side window & he alleged that my bus had hit his car. I alighted to check & saw said car left front v/m was damaged & I cannot told me which part of my bus had hit his v/m. WOCCinformed exchange particulars & cont my svc.","","","jradaa01","19/01/2015 15:13","","19/01/2015 15:13","","N"
"W03512015","02","SW","19/01/2015","201500328","18/01/2015 16:39","2","beach rd, B01621","beach road","1","1","1","1","3","42","3","3","5","70","60","0","0","0","N","Y","Y","N","N","","14","R","sbs6738S - RHS rear signal light cover cracked, SGRG, cctv","I was attending to pax act when I felt an impact from the rear. I alighted to check and saw a TranscabSHD9346C had hit my bus. That is all","","","wdssof01","19/01/2015 14:49","","19/01/2015 14:49","","N"
"W03582015","02","SW","19/01/2015","201500345","17/01/2015 13:30","1","Dunearn Rd","Dunearn Rd","1","2","1","1","12","33","1","1","1","70","52","0","0","0","N","Y","Y","N","Y","T/2015","21","R","sbs8312Z - front w/screen crack, SGRG, cctv","I was driving alg Dunearn Rd heading twds city. There were abt 30 pax in my bus. Traffic was heavy and slow moving. I was behind another bus PA7780R when suddenly it jammed brake. Upon seeing this I too followed but could not stop in timethus my bus collided into the rear of PA7780R. I check pax for injuries. I was informed that a M/pax had fell off his seat and feeling pain on the back of his head. He refused med attn. I told other pax to transfered to next bus. OCC informed.I proceed to next bstop as not to obstruct traffic. The same M/pax informed me again of pain at the back of his head. I informed OCC and AMB was activated. Said pax was conveyed TTSH. I exchange particulars of driverPA7780R and the conveyed pax.TP attended scene.","","","wdssof01","19/01/2015 16:03","","19/01/2015 16:03","","N"
"E03912015","02","SE","20/01/2015","201500347","20/01/2015 06:23","1","TOA PAYOH INT.","TOA PAYOH INT.","3","1","1","1","3","37","4","1","5","70","54","0","0","0","N","Y","N","N","N","","23","R","NO DMG","My bus was stationary in the parking lot in Toa Payoh int. when it was side swipe by another bus (SBS6399LSVC 141). The accident happened when the latter was entering into the parking lot. I was not inside the bus. No injury. That s all.","","","edsfof02","20/01/2015 15:45","","20/01/2015 15:45","","N"
"W03782015","02","SW","20/01/2015","201500347","20/01/2015 06:10","3","toa payoh int","toa payoh int","3","1","1","1","2","37","1","1","5","70","54","0","0","0","N","Y","Y","N","N","","23","R","sbs6399L- L.v/m glass dropped,SGRG      sbs8808K,svc231","I was driving into p/lot when my L.v/m grazed the R.v/m of stationary SBS8808Ksvc231. no inj. that is all","","","wdssof01","20/01/2015 11:01","","20/01/2015 11:01","","N"
"E03802015","02","SE","20/01/2015","201500348","19/01/2015 19:30","2","GEYLANG RD & PAYA LEBAR RD JUNCTION","GEYLANG ROAD","1","1","1","1","11","27","1","2","1","70","54","0","0","0","N","Y","Y","N","N","","23","R","RIGHT SIDE REAR DMG","My bus and another car (SJK8371A) was turning right from Geylang Road into Paya Lebar road when our vehicles side swipe. The car was on my right side. Do not know who was at fault. No injury. That s all.","","","edsfof02","20/01/2015 11:51","","20/01/2015 11:51","","N"
"E03982015","02","SE","21/01/2015","201500349","20/01/2015 07:25","3","YISHUN INT.","YISHUN INT.","3","1","1","1","5","37","4","1","5","85","58","0","0","0","N","Y","Y","N","N","","23","R","EXHAUST CATALYTIC CONVERTER DMG","I parked my bus in Yishun Int. During break time a malay colleague and me saw the damages on my bus and . I called EOCC. I wish to state that I did not involve in any accident. No injury. That  s all.","","","edsfof02","21/01/2015 11:05","","21/01/2015 11:05","","N"
"E03652015","02","SE","20/01/2015","201500350","19/01/2015 17:18","3","TAMPINES INT.","TAMPINES INT.","3","1","1","1","3","37","4","1","5","70","67","0","0","0","N","Y","Y","N","N","","23","R","REAR SIGNAL LIGHT AND SCRATCHES","After reversing from a parking lot in Tampines Int.  my bus was stationary as I was about to move forward when another bus (SBS8321Y) hit my rear while reversing. The other driver admitted fault. That s all.","","","edsfof02","20/01/2015 08:24","","20/01/2015 08:24","","N"
"E03792015","02","SE","20/01/2015","201500350","19/01/2015 17:25","2","TAMPINES INT.","TAMPINES INT.","3","1","1","1","5","37","4","1","5","70","67","0","0","0","N","Y","Y","N","N","","23","R","REAR BUMPER","While reversingmy bus collide with another bus (SBS3847ESVC : 72) that was also reversing. No injury. That s all.","","","edsfof02","20/01/2015 11:36","","20/01/2015 11:36","","N"
"W03902015","02","SW","20/01/2015","201500351","19/01/2015 17:20","2","wdlands road, B45139","woodlands road","1","1","1","1","3","42","3","2","5","70","54","0","0","0","N","Y","Y","N","N","","23","R","sbs8202H - front RHs bumper damaged, SGRG, cctv","I was abt to turn out from bstop a a very slow speed when said vehicle came from my right crossed over to my way and hit onto my bus. that is all","","","wdssof01","20/01/2015 15:36","","20/01/2015 15:36","","N"
