"IP_NUMBER","COMPANY_CODE","DIST_CODE","accident_date","ip_type","init_liab","init_cause","init_find_date","inv_status","final_find_date","final_cause","offence_type","pol_rep_fee","shift_code","plce_of_acc","road_name1","acc_type","nature_of_acc","wthr_code","road_sur_code","op_hrs_code","type_loc_code","traf_vol_code","traf_flow_code","traf_cntrl_code","col_with_code","type_of_col_code","srs_inj","minor_inj","fatal","bus_towed","sketch","photo_taken","mech_fault","pol_report","pol_rpt","photo","vir","form15a","pol_rep_num","dutyio_code","damage_to_bus","Facts_txt","brief_part","rsn_for_late_rep","nat_of_acc_chng_dt","src_rep_num","create_by","create_dt","modify_by","modify_dt","mig_flag"
"201500284","02","SW","14/01/2015 14:25","Q","NAF","218","16/01/2015","1","13/02/2015","218","1","","1","geylang road","geylang road","1","1","1","1","17","33","1","1","5","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","14","sbs6447G- front RHS panel scratches, SGRG, cctv","I was reaching Geylang Term when a pte vanGBB6354E from my right travelled too close and sideswiped my bus causing damage to both vehicles. No injuries. that is all","(N)(N) Van collided onto bus","","","W03062015","sfalpr04","16/01/2015 11:17","sfalpr04","13/02/2015 10:15",""
"201500285","02","SW","14/01/2015 16:40","M","FAF","118","16/01/2015","1","13/02/2015","118","1","","2","Level 3 Parking lot","Soon Lee Bus Park","3","1","1","1","1","39","3","1","5","91","73","0","0","0","N","Y","N","N","N","N","N","N","","","14","SBS6074Z - Rear right bumper damaged ( BLRG )","Bus was parked at SLBP level 3 at svc 185 parking lot. And infront of my bus there was a stationary s/d bus. On seeing I then swerved my bus to the left to overtake infront bus due to I could not fully steered out as a result the rear rightportion of my bus grazed against the PillarG8. WOCC informed.","(N)(Y) Bus collided onto pillar","","","W02912015","sfalpr04","16/01/2015 11:18","sfalpr04","13/02/2015 10:32",""
"201500286","02","SE","15/01/2015 07:00","Q","NAF","499","16/01/2015","1","19/01/2015","402","1","","1","BEDOK RESERVOIR ROAD BUS STOP","BEDOK RESERVOIR ROAD","2","2","1","1","5","42","4","1","5","86","81","1","0","0","N","Y","N","N","Y","N","N","N","","G/2015","14","NO DMG","I stopped at the  Bedok Reservoir road  bus stop 84501 when I noticed an old chinese man 80 yrs running towards my bus. I waited for him to board the bus. After he boarded I told him to take a seat at the elderly seat. While I moved there was apassenger knocked my window. I stopped the bus and heard a loud bang. I turned my head and saw the old chinese man fell down. He was conscious and not bleeding but unable to stand up. Ambulance was activated to convey him to CGH. That s all.","(N)(N) Pax fell on board","","","E02962015","sfalpr04","16/01/2015 11:19","sfalad02","13/02/2015 09:07",""
"201500293","02","SW","09/01/2015 19:30","C","NAF","499","19/01/2015","1","04/02/2015","499","1","","3","bstop 21km, river valley road","river valley road","2","2","1","1","9","42","2","3","5","86","82","0","1","0","N","Y","Y","N","Y","N","N","N","","J/2015","21","sbs9610G - BMRG, cctv","I was attending at said bstop for pax act. When I opened the door the exit door hit onto a F/Caucasian pax right foot who was standing too close the exit door. Aft noticing the incident I alighted and attended to her. I noticed slight bleeding onthe outside of her right foot. I did first aid on her. I asked if she needs AMB but she refused. I informed OCC. Once done she alighted w/ her husband. I cont svc and drove off.","(N)(N); Pax trapped by opening exit doors.","OCC only told BC to report to RG. BC was informed to report incident at District by RG on 13/01.","11/02/2015","W02862015","sfalio02","19/01/2015 08:29","sfalad02","11/02/2015 16:36",""
"201500295","02","SW","13/01/2015 10:00","Q","FAF","118","19/01/2015","1","16/02/2015","218","1","","1","bendemeer rd, aft BS8.7km","bendemeer rd","1","1","1","1","9","33","2","3","5","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","21","sbs9550X - rear OS bumper bend, scratched, HCRG","I was driving alg Bendemeer Rd twds Sgoon Rd. Aft pax act at said bstop I checked clear and signalled to filter to the next lane as I need to turn right ahead into Whampoa East. At that time there were many vehicles plying on the extreme 2 rightlanes. When my bus was travelling straight suddenly I heard sound from the rear. I checked and discovered that a car SBA2323B had came from the rear and had its front NS hit onto my rear OS. I did not call OCC as minor damage. I cont svc. No injury","(M)(Y): Bus sideswipe 3p car.","","","W02822015","sfalio02","19/01/2015 08:32","sfalio02","16/02/2015 10:07",""
"201500306","02","SE","11/01/2015 20:30","I","FAF","118","19/01/2015","1","10/02/2015","118","1","","2","NEW BRIDGE TERMINAL","NEW BRIDGE TERMINAL","3","1","3","2","11","38","1","2","5","91","70","0","0","0","N","Y","Y","N","N","N","N","N","","","23","REAR RIGHT SIDE LIGHTS DMG","I was reversing from a parking lot when my bus touched the wall behind. I was the mentor doing training BC for svc 120. No injury. That s all.","(M)(Y) : Bus collided onto a wall while reversing.","","","E02432015","sfalio04","19/01/2015 09:24","sfalio04","10/02/2015 14:08",""
"201500309","02","SE","15/01/2015 11:15","Q","NAF","299","19/01/2015","2","10/02/2015","205","1","","3","ORCHARD RD & GRANGE RD JUNCTION","ORCHARD RD","1","1","1","1","9","27","1","1","1","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","23","RIGHT BODY SCRATCHES","There was a traffic police directing traffic flow. At that time my bus and another taxi (SHC1241D) was turning together from Orchard Road into Grange Road. Duringturning our vehicles side swipe. Both of us do not know who was at fault. The taxi driver told me the traffic junction had CCTV. No injury. That s all","(M)(Y) : Bus involved in a side swipe accident with 3P taxi.","","","E02982015","sfalio04","19/01/2015 09:35","sfalio04","10/02/2015 13:59",""
"201500311","02","SW","16/01/2015 07:30","C","NAF","509","19/01/2015","1","10/02/2015","509","1","","1","TPE, pnuggol bridge","TPE","1","1","1","1","3","33","2","3","5","90","58","0","0","0","N","Y","Y","N","N","N","N","N","","","23","sbs3716A - front center w/screen cracked, HCRG, cctv","I was on the extreme left lane on TPE twds Wdlands Int when suddenly I heard a crack sound. I discovered that my front center w/screen had a hole. I called OCC but no reply so I cont svc. That is all. no inj.","(M)(N) : Glass panel shattered by itself.","","","W03272015","sfalio04","19/01/2015 09:40","sfalio04","10/02/2015 13:58",""
"201500317","02","SW","10/01/2015 19:40","I","NAF","499","20/01/2015","1","13/02/2015","122","1","","2","Tanah Merah MRT","upp changi road","2","2","1","1","7","42","3","1","5","86","82","0","1","0","N","Y","Y","N","Y","N","N","N","","d/2015","14","sbs7714D - CLRG","I was informed of CFMS on 18/01 by RM Francis.  Complainant claimed that when she stepped on the first step I had closed the door on her. She also claimed scratches on her back. She also mentioned that she shouted and I had stopped but did notapologised to her. I wish to state that I was unaware of such incident. There were isntances where the bus was full at said bstop but I could not recall any pax shouting or getting my attn.","(N)(N) Pax alleged hit by door","BC was told of CFMS on 18/01.","","W03462015","sfalpr04","20/01/2015 08:56","sfalad02","13/02/2015 11:55",""
"201500319","02","SW","14/01/2015 10:15","I","NAF","222","20/01/2015","1","13/02/2015","122","1","","1","jurong west st 64, opp blk 670","jurong west st 64","2","2","1","1","11","42","3","3","5","86","82","0","1","0","N","Y","Y","N","N","N","N","N","","","14","sbs3844M - BLRG, cctv","I was attending to pax act at said bstop. A F/chinese pax carryng a hand bag boarded. I closed door. Upon closing I notice she turned back. She then mumbled somthing and went to her seat. I cont svc as normal. On 14/01 RM informed me of complaintthat the F/pax had claimed that the door had hit her R/arm. I was told to report. that is all","(N)(N) Pax alleged hit by door","BC was informed to report to SL on 19/01.","11/02/2015","W03622015","sfalpr04","20/01/2015 08:59","sfalad02","13/02/2015 12:01",""
"201500321","02","SW","14/01/2015 12:50","I","FAF","112","20/01/2015","1","16/02/2015","112","1","","9","Bouna Vista Terminal","Terminal Driveway","3","1","1","1","1","38","3","1","5","70","67","0","0","0","N","Y","N","N","N","N","N","N","","","14","SBS8063S - Rear w/screen damaged ( CLRG )","Bus was off-scv from AYBP twds NVT. At NVT I was reversing my bus to park in-bet 2 parked unattended SBS buses. When reversing due to my careless the rear portion of my bus collided into the left front v/m of parked bus SBS5027S svc 145. I alightedto check WOCC had informed . CRS informed me to RTD to BBBP.","(N)(Y) SBS8063S collided onto SBS5027S","","","W03142015","sfalpr04","20/01/2015 09:02","sfalpr04","16/02/2015 10:38",""
"201500323","02","SW","15/01/2015 05:45","I","FAF","118","20/01/2015","1","16/02/2015","102","1","","1","JB2","JB2","1","1","1","1","1","33","1","1","5","70","52","0","0","0","N","Y","Y","N","Y","N","N","N","","trafik","14","sbs8072R - front w/screen crack, JERG","I was OS on my way to CIQ. Traffic was heavy and moving slowly. I was behind bus PFX8686. I was having flu. I was going to throw my tissue out the window. while doing that my bus moved forward and hit the rear of said bus. I stopped and alighted.OCC informed. Particulars exchanged. TI attended scene.","(N)(Y) SBS bus collided onto rear of pte bus","","","W03222015","sfalpr04","20/01/2015 09:04","sfalpr04","16/02/2015 11:03",""
"201500324","02","SW","18/01/2015 09:00","Q","FAF","102","20/01/2015","1","16/02/2015","102","1","","1","Jln Besar x Ophir Rd & Sungei Rd","Jln Besar","1","2","1","1","8","27","2","1","1","70","52","0","1","0","N","Y","N","N","N","N","N","N","","","14","SBS3248J - Front left bumper no damaged ( CLRG )","Aft Sim Lim Twr I was driving my bus at the 2nd left lane Jln Besar dir to Bencoolen St. And I was driving at the 2nd left  lane following behind few m/vehs heading to infront t/light junct of Ophir Rd & said junct still showed green lightinfront of me a m/car SGV2212T when reaching said junct saw red light said car make a stopped with the front portion at stopped line I brake to stop my bus it was too late as a result my bus front portion hit onto the rear portion of said car.Aft collision said car didn’t stopped & stopped aft the next t/light junct. & alighted to check. I told said car to stop infront along Bencoolen St at b/stop exchange particular & cont my svc.","(N)(Y) Bus collided onto rear of car","","30/01/2015","W03642015","sfalpr04","20/01/2015 09:05","sfalpr04","16/02/2015 10:38",""
"201500325","02","SW","18/01/2015 09:24","Q","NAF","218","20/01/2015","1","","","1","","1","Changi Rd - infront of shops houses","Changi Rd ( 3.8 KM )","1","1","1","1","9","33","2","1","5","70","54","0","0","0","N","N","N","N","N","N","N","N","","","14","SBS7583P - Rear right portion no damaged ( CLRG )","I was driving my bus at the bus lane Changi Rd & I saw there were m/cars stopping at the roadside infront of shops hses. On seeing I then filtered to the right & I was travelling in-bet 2 lanes heading twds infront b/stop 3.8 KM. Aft I had overtookthe stopping cars I kept back to my lane at this moment from my right front v/m & I noticed a black m/car was behind closed to the rear right of my bus I did not see any contact so I cont moving twds said b/stop. At said b/stop I someoneknocking at my side window & I saw it was a m/chinese I opened my side window & he alleged that my bus had hit his car. I alighted to check & saw said car left front v/m was damaged & I cannot told me which part of my bus had hit his v/m. WOCCinformed exchange particulars & cont my svc.","(N)(N) 3P alleged bus hit car","","","W03542015","sfalpr04","20/01/2015 09:07","sfalpr04","10/02/2015 14:00",""
"201500328","02","SW","18/01/2015 16:39","C","NAF","202","20/01/2015","1","10/02/2015","202","1","","2","beach rd, B01621","beach road","1","1","1","1","3","42","3","3","5","70","60","0","0","0","N","Y","Y","N","N","N","N","N","","","14","sbs6738S - RHS rear signal light cover cracked, SGRG, cctv","I was attending to pax act when I felt an impact from the rear. I alighted to check and saw a TranscabSHD9346C had hit my bus. That is all","(N)(N) Taxi collided onto rear of bus","","","W03512015","sfalpr04","20/01/2015 09:11","sfalpr04","10/02/2015 14:13",""
"201500345","02","SW","17/01/2015 13:30","Q","FAF","102","20/01/2015","1","10/02/2015","102","1","","1","Dunearn Rd","Dunearn Rd","1","2","1","1","12","33","1","1","1","70","52","0","1","0","N","Y","Y","N","Y","N","N","N","","T/2015","21","sbs8312Z - front w/screen crack, SGRG, cctv","I was driving alg Dunearn Rd heading twds city. There were abt 30 pax in my bus. Traffic was heavy and slow moving. I was behind another bus PA7780R when suddenly it jammed brake. Upon seeing this I too followed but could not stop in timethus my bus collided into the rear of PA7780R. I check pax for injuries. I was informed that a M/pax had fell off his seat and feeling pain on the back of his head. He refused med attn. I told other pax to transfered to next bus. OCC informed.I proceed to next bstop as not to obstruct traffic. The same M/pax informed me again of pain at the back of his head. I informed OCC and AMB was activated. Said pax was conveyed TTSH. I exchange particulars of driverPA7780R and the conveyed pax.TP attended scene.","(M)(Y): Bus hit rear of 3P bus","","","W03582015","sfalio02","20/01/2015 11:00","sfalio02","10/02/2015 11:29",""
"201500347","02","SW","20/01/2015 06:10","I","FAF","118","22/01/2015","1","10/02/2015","118","1","","3","toa payoh int","toa payoh int","3","1","1","1","2","37","1","1","5","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","23","sbs6399L- L.v/m glass dropped,SGRG      sbs8808K,svc231","I was driving into p/lot when my L.v/m grazed the R.v/m of stationary SBS8808Ksvc231. no inj. that is all","(M)(Y) : Bus involved in a side swipe accident with SBS 8808K","","","W03782015","sfalio04","22/01/2015 07:46","sfalio04","10/02/2015 14:17",""
"201500348","02","SE","19/01/2015 19:30","Q","NAF","105","22/01/2015","2","10/02/2015","118","1","","2","GEYLANG RD & PAYA LEBAR RD JUNCTION","GEYLANG ROAD","1","1","1","1","11","27","1","2","1","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","23","RIGHT SIDE REAR DMG","My bus and another car (SJK8371A) was turning right from Geylang Road into Paya Lebar road when our vehicles side swipe. The car was on my right side. Do not know who was at fault. No injury. That s all.","(M)(Y) : Bus involved in a side swipe accident with 3P Pte car.","","","E03802015","sfalio04","22/01/2015 07:49","sfalio04","10/02/2015 14:20",""
"201500349","02","SE","20/01/2015 07:25","C","NAF","299","22/01/2015","1","10/02/2015","299","1","","3","YISHUN INT.","YISHUN INT.","3","1","1","1","5","37","4","1","5","85","58","0","0","0","N","Y","Y","N","N","N","N","N","","","23","EXHAUST CATALYTIC CONVERTER DMG","I parked my bus in Yishun Int. During break time a malay colleague and me saw the damages on my bus and . I called EOCC. I wish to state that I did not involve in any accident. No injury. That  s all.","(M)(Y) : BC noticed damages to bus during revenue trip.","","","E03982015","sfalio04","22/01/2015 07:51","sfalio04","10/02/2015 13:57",""
